,Title,Available Globally?,Release Date,Hours Viewed,Runtime,Views,english,searched,tconst,Simple_Title,net_year,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes,genres
1671,Hitman: Agent Jun // 히트맨,No,,"3,000,000",1:50,"1,600,000",Hitman: Agent Jun ,Hitman: Agent Jun,tt11649614,Hitman: Agent Jun,1000.0,movie,Hitman: Agent Jun,Hiteumaen,2020,110,"Action,Comedy"
1672,Mean Girls (2024),No,,"3,000,000",1:52,"1,600,000",Mean Girls (2024),Mean Girls,tt0377092,Mean Girls,2004.0,movie,Mean Girls,Mean Girls,2004,97,Comedy
1673,Mean Girls (2024),No,,"3,000,000",1:52,"1,600,000",Mean Girls (2024),Mean Girls,tt11762114,Mean Girls,2024.0,movie,Mean Girls,Mean Girls,2024,112,"Comedy,Musical"
1674,Ocean's 8,No,,"3,000,000",1:50,"1,600,000",Ocean's 8,Ocean's 8,tt1494839,Ocean's 8,1000.0,tvSeries,Oceans 8,Oceans 8,2004,\N,Adventure
1675,Wonderland // 원더랜드,Yes,2024-07-26,"3,000,000",1:55,"1,600,000",Wonderland ,Wonderland,tt31254554,Wonderland,2024.0,movie,Wonderland,Wonderland,2024,113,"Drama,Sci-Fi"
1676,2 Guns,No,,"2,900,000",1:49,"1,600,000",2 Guns,2 Guns,tt1272878,2 Guns,1000.0,movie,2 Guns,2 Guns,2013,109,"Action,Comedy,Crime"
1677,All The Bright Places,Yes,2020-02-28,"2,900,000",1:49,"1,600,000",All The Bright Places,All The Bright Places,tt3907584,All The Bright Places,2020.0,movie,All the Bright Places,All the Bright Places,2020,107,"Drama,Romance"
1678,Serena (2014),No,,"2,900,000",1:50,"1,600,000",Serena (2014),Serena,tt1247690,Serena,2014.0,movie,Serena,Serena,2014,109,"Drama,History,Romance"
1679,The Four Seasons (1981),No,,"2,900,000",1:48,"1,600,000",The Four Seasons (1981),The Four Seasons,tt0082405,The Four Seasons,1981.0,movie,The Four Seasons,The Four Seasons,1981,107,"Comedy,Drama"
1680,Limitless (2011),No,,"2,800,000",1:45,"1,600,000",Limitless (2011),Limitless,tt1219289,Limitless,2011.0,movie,Limitless,Limitless,2011,105,"Sci-Fi,Thriller"
1681,Mothering Sunday,No,,"2,800,000",1:44,"1,600,000",Mothering Sunday,Mothering Sunday,tt12229370,Mothering Sunday,1000.0,movie,Mothering Sunday,Mothering Sunday,2021,104,"Drama,Romance"
1682,Queen Bees (2021),No,,"2,800,000",1:42,"1,600,000",Queen Bees (2021),Queen Bees,tt8338076,Queen Bees,2021.0,movie,Queen Bees,Queen Bees,2021,100,"Comedy,Drama,Romance"
1683,Someone Borrowed // Esposa de Aluguel,Yes,2022-10-11,"2,800,000",1:47,"1,600,000",Someone Borrowed ,Someone Borrowed,tt22091698,Someone Borrowed,2022.0,movie,Someone Borrowed,Esposa de Aluguel,2022,107,"Comedy,Romance"
1684,The Chalk Line // Jaula,No,2022-10-24,"2,800,000",1:46,"1,600,000",The Chalk Line ,The Chalk Line,tt12683756,The Chalk Line,2022.0,movie,The Chalk Line,Jaula,2022,106,"Horror,Mystery,Thriller"
1685,The Last 7 Days // Sebelum 7 Hari,No,,"2,800,000",1:47,"1,600,000",The Last 7 Days ,The Last 7 Days,tt32752746,The Last 7 Days,1000.0,movie,The Last 7 Days,Sebelum 7 Hari,2025,107,Horror
1686,Not Easily Broken,No,,"2,700,000",1:40,"1,600,000",Not Easily Broken,Not Easily Broken,tt0795438,Not Easily Broken,1000.0,movie,Not Easily Broken,Not Easily Broken,2009,99,"Drama,Romance"
1687,The Unholy (2021),No,,"2,700,000",1:39,"1,600,000",The Unholy (2021),The Unholy,tt9419056,The Unholy,2021.0,movie,The Unholy,The Unholy,2021,99,"Drama,Horror,Mystery"
1688,A Tourist's Guide to Love,Yes,2023-04-21,"2,600,000",1:36,"1,600,000",A Tourist's Guide to Love,A Tourist's Guide to Love,tt20115096,A Tourist's Guide to Love,2023.0,movie,A Tourist's Guide to Love,A Tourist's Guide to Love,2023,94,"Adventure,Comedy,Romance"
1689,Capturing the Killer Nurse,Yes,2022-11-11,"2,600,000",1:35,"1,600,000",Capturing the Killer Nurse,Capturing the Killer Nurse,tt22010586,Capturing the Killer Nurse,2022.0,movie,Capturing the Killer Nurse,Capturing the Killer Nurse,2022,94,"Crime,Documentary"
1690,Hitchcock,No,,"2,600,000",1:38,"1,600,000",Hitchcock,Hitchcock,tt0975645,Hitchcock,1000.0,movie,Hitchcock,Hitchcock,2012,98,"Biography,Drama,Romance"
1691,Io e te dobbiamo parlare,No,,"2,600,000",1:40,"1,600,000",Io e te dobbiamo parlare,Io e te dobbiamo parlare,tt33460024,Io e te dobbiamo parlare,1000.0,movie,Io e te dobbiamo parlare,Io e te dobbiamo parlare,2024,95,"Comedy,Crime"
1692,Overhaul // Carga Máxima,Yes,2023-09-27,"2,600,000",1:40,"1,600,000",Overhaul ,Overhaul,tt16427938,Overhaul,2023.0,movie,Overhaul,Carga Máxima,2023,107,"Action,Crime,Drama"
1693,Padre no hay más que uno 4,No,,"2,600,000",1:39,"1,600,000",Padre no hay más que uno 4,,,,,,,,,,
1694,The Fundamentals of Caring,Yes,2016-06-24,"2,600,000",1:37,"1,600,000",The Fundamentals of Caring,The Fundamentals of Caring,tt2452386,The Fundamentals of Caring,2016.0,movie,The Fundamentals of Caring,The Fundamentals of Caring,2016,97,"Comedy,Drama"
1695,The Package,Yes,2018-08-10,"2,600,000",1:35,"1,600,000",The Package,The Package,tt7525778,The Package,2018.0,movie,The Package,The Package,2018,94,"Comedy,Thriller"
1696,The Wrath of God // La ira de Dios,Yes,2022-06-15,"2,600,000",1:38,"1,600,000",The Wrath of God ,The Wrath of God,tt15189534,The Wrath of God,2022.0,movie,The Wrath of God,La ira de Dios,2022,97,"Drama,Thriller"
1697,7 Prisoners // 7 Prisioneiros,Yes,2021-11-11,"2,500,000",1:35,"1,600,000",7 Prisoners ,7 Prisoners,tt14168118,7 Prisoners,2021.0,movie,7 Prisoners,7 Prisioneiros,2021,93,"Crime,Drama"
1698,Good on Paper,Yes,2021-06-23,"2,500,000",1:34,"1,600,000",Good on Paper,Good on Paper,tt8231668,Good on Paper,2021.0,movie,Good on Paper,Good on Paper,2021,92,"Comedy,Romance"
1699,I'll See You in My Dreams (2015),No,,"2,500,000",1:36,"1,600,000",I'll See You in My Dreams (2015),I'll See You in My Dreams,tt3236120,I'll See You in My Dreams,2015.0,movie,I'll See You in My Dreams,I'll See You in My Dreams,2015,92,"Comedy,Drama,Romance"
1700,A Quiet Place (2018),No,,"2,400,000",1:31,"1,600,000",A Quiet Place (2018),A Quiet Place,tt6644200,A Quiet Place,2018.0,movie,A Quiet Place,A Quiet Place,2018,90,"Drama,Horror,Sci-Fi"
1701,Isn't It Romantic,No,2019-02-28,"2,400,000",1:29,"1,600,000",Isn't It Romantic,Isn't It Romantic,tt2452244,Isn't It Romantic,2019.0,movie,Isn't It Romantic,Isn't It Romantic,2019,89,"Comedy,Fantasy,Musical"
1702,Jackass 4.5,Yes,,"2,400,000",1:31,"1,600,000",Jackass 4.5,Jackass 4.5,tt18258584,Jackass 4.5,1000.0,video,Jackass 4.5,Jackass 4.5,2022,90,"Action,Comedy,Documentary"
1703,The Price of Nonna's Inheritance // Ricchi a tutti i costi,No,2024-06-04,"2,400,000",1:30,"1,600,000",The Price of Nonna's Inheritance ,The Price of Nonna's Inheritance,tt30494321,The Price of Nonna's Inheritance,2024.0,movie,The Price of Nonna's Inheritance,Ricchi a tutti i costi,2024,90,Comedy
1704,Malevolent,No,2018-10-05,"2,300,000",1:29,"1,600,000",Malevolent,Malevolent,tt2386237,Malevolent,2018.0,movie,Malevolent,Malevolent,2018,89,"Horror,Mystery,Thriller"
1705,Men in Black II,No,,"2,300,000",1:28,"1,600,000",Men in Black II,Men in Black II,tt0120912,Men in Black II,1000.0,movie,Men in Black II,Men in Black II,2002,88,"Action,Adventure,Comedy"
1706,Rabbids Invasion Special: Mission to Mars,No,2022-02-18,"1,900,000",1:11,"1,600,000",Rabbids Invasion Special: Mission to Mars,Rabbids Invasion Special: Mission to Mars,tt15310736,Rabbids Invasion Special: Mission to Mars,2022.0,tvEpisode,Rabbids Invasion: Mission to Mars,Rabbids Invasion: Mission to Mars,2019,70,"Animation,Comedy,Family"
1707,The Real Fatal Attraction,No,,"1,500,000",0:55,"1,600,000",The Real Fatal Attraction,The Real Fatal Attraction,tt37274874,The Real Fatal Attraction,1000.0,movie,The Real Fatal Attraction,The Real Fatal Attraction,2025,55,Documentary
1708,An Elf's Story: The Elf on the Shelf,No,,"700,000",0:26,"1,600,000",An Elf's Story: The Elf on the Shelf,An Elf's Story: The Elf on the Shelf,tt2094761,An Elf's Story: The Elf on the Shelf,1000.0,tvMovie,An Elf's Story: The Elf on the Shelf,An Elf's Story: The Elf on the Shelf,2010,26,"Animation,Family,Fantasy"
1709,Elf Pets: Santa’s Reindeer Rescue,No,,"700,000",0:27,"1,600,000",Elf Pets: Santa’s Reindeer Rescue,,,,,,,,,,
1710,RRR (Hindi),No,,"4,600,000",3:06,"1,500,000",RRR (Hindi),RRR (Hindi),tt8178634,RRR (Hindi),1000.0,movie,RRR,RRR (Rise Roar Revolt),2022,187,"Action,Adventure,Drama"
1711,Dunki // डंकी,No,,"3,900,000",2:40,"1,500,000",Dunki ,Dunki,tt15428134,Dunki,1000.0,movie,Dunki,Dunki,2023,160,"Action,Adventure,Comedy"
1712,Zindagi Na Milegi Dobara // ज़िंदगी ना मिलेगी दोबारा,No,,"3,900,000",2:34,"1,500,000",Zindagi Na Milegi Dobara ,Zindagi Na Milegi Dobara,tt1562872,Zindagi Na Milegi Dobara,1000.0,movie,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,155,"Comedy,Drama,Musical"
1713,11 Rebels // 十一人の賊軍,No,,"3,800,000",2:35,"1,500,000",11 Rebels ,11 Rebels,tt33367745,11 Rebels,1000.0,movie,11 Rebels,11 no Zokugun,2024,155,"Action,Drama,History"
1714,The Last Days of American Crime,Yes,2020-06-05,"3,700,000",2:29,"1,500,000",The Last Days of American Crime,The Last Days of American Crime,tt1552211,The Last Days of American Crime,2020.0,movie,The Last Days of American Crime,The Last Days of American Crime,2020,148,"Action,Crime,Drama"
1715,22 July,Yes,2018-10-10,"3,500,000",2:24,"1,500,000",22 July,22 July,tt7280898,22 July,2018.0,movie,22 July,22 July,2018,143,"Crime,Drama,History"
1716,Anweshippin Kandethum,Yes,,"3,500,000",2:23,"1,500,000",Anweshippin Kandethum,Anweshippin Kandethum,tt13885428,Anweshippin Kandethum,1000.0,movie,Anweshippin Kandethum,Anweshippin Kandethum,2024,142,"Crime,Drama,Mystery"
1717,Angels & Demons,No,,"3,400,000",2:19,"1,500,000",Angels & Demons,Angels & Demons,tt0808151,Angels & Demons,1000.0,movie,Angels & Demons,Angels & Demons,2009,138,"Mystery,Thriller"
1718,Darlings // डार्लिंग्स,Yes,2022-08-05,"3,400,000",2:15,"1,500,000",Darlings ,Darlings,tt14152140,Darlings,2022.0,movie,Darlings,Darlings,2022,133,"Comedy,Drama,Thriller"
1719,Pedro Páramo,Yes,2024-11-06,"3,400,000",2:12,"1,500,000",Pedro Páramo,,,,,,,,,,
1720,Bohemian Rhapsody,No,,"3,300,000",2:15,"1,500,000",Bohemian Rhapsody,Bohemian Rhapsody,tt1727824,Bohemian Rhapsody,1000.0,movie,Bohemian Rhapsody,Bohemian Rhapsody,2018,134,"Biography,Drama,Music"
1721,Million Dollar Baby,No,,"3,300,000",2:13,"1,500,000",Million Dollar Baby,Million Dollar Baby,tt0405159,Million Dollar Baby,1000.0,movie,Million Dollar Baby,Million Dollar Baby,2004,132,"Drama,Sport"
1722,Parasite // 기생충,No,,"3,300,000",2:12,"1,500,000",Parasite ,Parasite,tt6751668,Parasite,1000.0,movie,Parasite,Gisaengchung,2019,132,"Drama,Thriller"
1723,The Lost World: Jurassic Park,No,,"3,300,000",2:09,"1,500,000",The Lost World: Jurassic Park,The Lost World: Jurassic Park,tt0119567,The Lost World: Jurassic Park,1000.0,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,1997,129,"Action,Adventure,Sci-Fi"
1724,Bone Tomahawk,No,,"3,200,000",2:07,"1,500,000",Bone Tomahawk,Bone Tomahawk,tt2494362,Bone Tomahawk,1000.0,movie,Bone Tomahawk,Bone Tomahawk,2015,132,"Drama,Horror,Western"
1725,Hold the Dark,Yes,2018-09-28,"3,200,000",2:06,"1,500,000",Hold the Dark,Hold the Dark,tt5057140,Hold the Dark,2018.0,movie,Hold the Dark,Hold the Dark,2018,125,"Action,Crime,Drama"
1726,Ipar Adalah Maut,No,,"3,200,000",2:11,"1,500,000",Ipar Adalah Maut,Ipar Adalah Maut,tt29243069,Ipar Adalah Maut,1000.0,movie,Ipar Adalah Maut,Ipar Adalah Maut,2024,131,"Drama,Romance"
1727,Kleks Academy // Akademia pana Kleksa,Yes,2024-05-08,"3,200,000",2:07,"1,500,000",Kleks Academy ,Kleks Academy,tt20857676,Kleks Academy,2024.0,movie,Kleks Academy,Akademia pana Kleksa,2023,130,Fantasy
1728,Moonfall,No,,"3,200,000",2:11,"1,500,000",Moonfall,Moonfall,tt5834426,Moonfall,1000.0,movie,Moonfall,Moonfall,2022,130,"Action,Adventure,Sci-Fi"
1729,The Pirates: The Last Royal Treasure // 해적: 도깨비 깃발,Yes,2022-03-02,"3,200,000",2:06,"1,500,000",The Pirates: The Last Royal Treasure ,The Pirates: The Last Royal Treasure,tt17491040,The Pirates: The Last Royal Treasure,2022.0,movie,The Pirates: The Last Royal Treasure,Hae-jeok: Do-kkae-bi gis-bal,2022,126,"Action,Adventure,Comedy"
1730,The Whole Truth // ปริศนารูหลอน,Yes,2021-12-02,"3,200,000",2:06,"1,500,000",The Whole Truth ,The Whole Truth,tt15850662,The Whole Truth,2021.0,movie,The Whole Truth,The Whole Truth,2021,125,"Drama,Horror,Mystery"
1731,Ulajh // उलझ,Yes,,"3,200,000",2:09,"1,500,000",Ulajh ,Ulajh,tt19838634,Ulajh,1000.0,movie,Ulajh,Ulajh,2024,150,"Crime,Drama,Thriller"
1732,All Day and a Night,Yes,2020-05-01,"3,100,000",2:02,"1,500,000",All Day and a Night,All Day and a Night,tt3993886,All Day and a Night,2020.0,movie,All Day and a Night,All Day and a Night,2020,121,Drama
1733,Don't Worry Darling,No,,"3,000,000",2:03,"1,500,000",Don't Worry Darling,Don't Worry Darling,tt10731256,Don't Worry Darling,1000.0,movie,Don't Worry Darling,Don't Worry Darling,2022,123,"Drama,Mystery,Thriller"
1734,Riddick,No,,"2,900,000",1:59,"1,500,000",Riddick,Riddick,tt1411250,Riddick,1000.0,movie,Riddick,Riddick,2013,119,"Action,Adventure,Sci-Fi"
1735,Run All Night,No,,"2,900,000",1:54,"1,500,000",Run All Night,Run All Night,tt2199571,Run All Night,1000.0,movie,Run All Night,Run All Night,2015,114,"Action,Crime,Thriller"
1736,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),No,,"2,800,000",1:49,"1,500,000",Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),tt7713068,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020.0,movie,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),2020,109,"Action,Comedy,Crime"
1737,Letters to God,No,,"2,800,000",1:49,"1,500,000",Letters to God,Letters to God,tt1462054,Letters to God,1000.0,movie,Letters to God,Letters to God,2010,110,Drama
1738,Speak No Evil (2024),No,,"2,800,000",1:50,"1,500,000",Speak No Evil (2024),Speak No Evil,tt27534307,Speak No Evil,2024.0,movie,Speak No Evil,Speak No Evil,2024,110,"Drama,Horror,Thriller"
1739,The Nun II,No,,"2,800,000",1:50,"1,500,000",The Nun II,The Nun II,tt10160976,The Nun II,1000.0,movie,The Nun II,The Nun II,2023,110,"Horror,Mystery,Thriller"
1740,War Dogs (2016),No,,"2,800,000",1:54,"1,500,000",War Dogs (2016),War Dogs,tt2005151,War Dogs,2016.0,movie,War Dogs,War Dogs,2016,114,"Biography,Comedy,Crime"
1742,After We Collided,No,2020-12-01,"2,700,000",1:45,"1,500,000",After We Collided,After We Collided,tt10362466,After We Collided,2020.0,movie,After We Collided,After We Collided,2020,105,"Drama,Romance"
1743,Reindeer Games (2000),No,,"2,700,000",1:45,"1,500,000",Reindeer Games (2000),Reindeer Games,tt0184858,Reindeer Games,2000.0,movie,Reindeer Games,Reindeer Games,2000,104,"Action,Crime,Thriller"
1744,The Siege of Jadotville,Yes,2016-10-07,"2,700,000",1:48,"1,500,000",The Siege of Jadotville,The Siege of Jadotville,tt3922798,The Siege of Jadotville,2016.0,movie,The Siege of Jadotville,The Siege of Jadotville,2016,108,"Action,Drama,Thriller"
1745,The Wonder,Yes,2022-11-16,"2,700,000",1:50,"1,500,000",The Wonder,The Wonder,tt9288822,The Wonder,2022.0,movie,The Wonder,The Wonder,2022,108,"Drama,Mystery,Thriller"
1746,To the Bone,Yes,2017-07-14,"2,700,000",1:48,"1,500,000",To the Bone,To the Bone,tt5541240,To the Bone,2017.0,movie,To the Bone,To the Bone,2017,107,Drama
1747,Late Night,No,,"2,600,000",1:42,"1,500,000",Late Night,Late Night,tt6107548,Late Night,1000.0,movie,Late Night,Late Night,2019,102,"Comedy,Drama"
1748,Little Italy (2018),No,,"2,600,000",1:41,"1,500,000",Little Italy (2018),Little Italy,tt6957966,Little Italy,2018.0,movie,Little Italy,Little Italy,2018,102,"Comedy,Romance"
1749,October Sky,No,,"2,600,000",1:47,"1,500,000",October Sky,October Sky,tt0132477,October Sky,1000.0,movie,October Sky,October Sky,1999,108,"Biography,Drama,Family"
1750,Searching (2018),No,,"2,600,000",1:42,"1,500,000",Searching (2018),Searching,tt7668870,Searching,2018.0,movie,Searching,Searching,2018,102,"Drama,Mystery,Thriller"
1751,Teenage Mutant Ninja Turtles (2014),No,,"2,600,000",1:43,"1,500,000",Teenage Mutant Ninja Turtles (2014),Teenage Mutant Ninja Turtles,tt1291150,Teenage Mutant Ninja Turtles,2014.0,movie,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101,"Action,Adventure,Comedy"
1753,Changing Lanes (2002),No,,"2,500,000",1:39,"1,500,000",Changing Lanes (2002),Changing Lanes,tt0264472,Changing Lanes,2002.0,movie,Changing Lanes,Changing Lanes,2002,98,"Drama,Thriller"
1754,Demi-Soeurs // Demi-Sœurs,No,,"2,500,000",1:41,"1,500,000",Demi-Soeurs ,Demi-Soeurs,tt7195416,Demi-Soeurs,1000.0,movie,Demi soeurs,Demi soeurs,2018.0,100.0,Comedy
1755,Dirty Money // 더러운 돈에 손대지 마라,No,,"2,500,000",1:40,"1,500,000",Dirty Money ,Dirty Money,tt22477502,Dirty Money,1000.0,movie,Dirty Money,Deoreoun done sondaeji mara,2024,100,"Action,Crime"
1756,Love Tactics // Aşk Taktikleri,Yes,2022-02-11,"2,500,000",1:39,"1,500,000",Love Tactics ,Love Tactics,tt14486678,Love Tactics,2022.0,movie,Love Tactics,Ask Taktikleri,2022,97,"Comedy,Romance"
1757,Mean Girls 2,No,,"2,500,000",1:38,"1,500,000",Mean Girls 2,Mean Girls 2,tt1679235,Mean Girls 2,1000.0,tvMovie,Mean Girls 2,Mean Girls 2,2011,96,"Comedy,Drama"
1758,Return to the Blue Lagoon,No,,"2,500,000",1:42,"1,500,000",Return to the Blue Lagoon,Return to the Blue Lagoon,tt0102782,Return to the Blue Lagoon,1000.0,movie,Return to the Blue Lagoon,Return to the Blue Lagoon,1991,102,"Adventure,Drama,Romance"
1759,Sorop,No,,"2,500,000",1:43,"1,500,000",Sorop,Sorop,tt33348138,Sorop,1000.0,movie,Sorop,Sorop,2024,103,"Horror,Thriller"
1760,The Titan,No,2018-03-30,"2,500,000",1:38,"1,500,000",The Titan,The Titan,tt4986098,The Titan,2018.0,movie,The Titan,The Titan,2018,97,"Drama,Mystery,Romance"
1761,In Her Place // El lugar de la otra,Yes,2024-10-11,"2,400,000",1:36,"1,500,000",In Her Place ,In Her Place,tt31796256,In Her Place,2024.0,movie,In Her Place,El lugar de la otra,2024,96,"Crime,Drama,History"
1762,"Kill Me If You Dare // Zabij mnie, kochanie",Yes,2024-02-13,"2,400,000",1:34,"1,500,000",Kill Me If You Dare ,Kill Me If You Dare,tt30959158,Kill Me If You Dare,2024.0,movie,Kill Me If You Dare,"Zabij mnie, kochanie",2024,94,"Comedy,Romance"
1763,Sleep Paralysis // Ketindihan,No,,"2,400,000",1:36,"1,500,000",Sleep Paralysis ,Sleep Paralysis,tt34883346,Sleep Paralysis,1000.0,movie,Sleep Paralysis,Ketindihan,2025,96,Horror
1764,Too Old for Fairy Tales 2 // Za duży na bajki 2,Yes,2024-06-01,"2,400,000",1:35,"1,500,000",Too Old for Fairy Tales 2 ,Too Old for Fairy Tales 2,tt31739491,Too Old for Fairy Tales 2,2024.0,movie,Too Old for Fairy Tales 2,Za duzy na bajki 2,2024,95,Family
1765,#LadyRancho,No,,"2,300,000",1:32,"1,500,000",#LadyRancho,#LadyRancho,tt7344246,#LadyRancho,1000.0,movie,#LadyRancho,Allá en el Rancho,2018,92,Comedy
1766,About My Father,No,,"2,300,000",1:30,"1,500,000",About My Father,About My Father,tt8373206,About My Father,1000.0,movie,About My Father,About My Father,2023,90,Comedy
1767,Addams Family Values,No,,"2,300,000",1:35,"1,500,000",Addams Family Values,Addams Family Values,tt0106220,Addams Family Values,1000.0,movie,Addams Family Values,Addams Family Values,1993,94,"Comedy,Fantasy"
1768,Blood and Bone,No,,"2,300,000",1:33,"1,500,000",Blood and Bone,Blood and Bone,tt0346631,Blood and Bone,1000.0,movie,Blood and Bone,Blood and Bone,2009,93,"Action,Crime,Drama"
1769,Blue Lagoon: The Awakening,No,,"2,300,000",1:30,"1,500,000",Blue Lagoon: The Awakening,Blue Lagoon: The Awakening,tt2287663,Blue Lagoon: The Awakening,1000.0,tvMovie,Blue Lagoon: The Awakening,Blue Lagoon: The Awakening,2012,85,"Drama,Romance"
1770,Good Boys (2019),No,,"2,300,000",1:30,"1,500,000",Good Boys (2019),Good Boys,tt6977338,Good Boys,2019.0,movie,Good Boys,Good Boys,2019,90,"Adventure,Comedy"
1771,Point Blank,Yes,2019-07-12,"2,200,000",1:27,"1,500,000",Point Blank,Point Blank,tt2499472,Point Blank,2019.0,movie,Point Blank,Point Blank,2019,86,"Action,Crime,Drama"
1772,A Paris Christmas Waltz,No,,"2,100,000",1:25,"1,500,000",A Paris Christmas Waltz,A Paris Christmas Waltz,tt27975905,A Paris Christmas Waltz,1000.0,tvMovie,Paris Christmas Waltz,Paris Christmas Waltz,2023.0,84.0,"Drama,Music,Romance"
1773,My Boss's Daughter,No,,"2,100,000",1:26,"1,500,000",My Boss's Daughter,My Boss's Daughter,tt0270980,My Boss's Daughter,1000.0,movie,My Boss's Daughter,My Boss's Daughter,2003,86,"Comedy,Romance"
1774,Sahara,No,2017-05-12,"2,100,000",1:26,"1,500,000",Sahara,Sahara,tt4466894,Sahara,2017.0,movie,Sahara,Sahara,2017,86,"Adventure,Animation,Comedy"
